Views,DownVotes,UpVotes,Reputation,DaysSinceCreation,DaysSinceAccess
2,0,0,101.0,1133,608
2,0,0,11.0,569,563
0,0,0,1.0,257,257
2,0,0,8.0,569,567
2,0,0,13.0,1294,1294
9,0,0,118.0,1294,246
5,0,0,68.0,1294,1262
1,0,0,3.0,1294,1036
7,0,0,103.0,1294,1011
4,0,3,101.0,1294,210
0,0,0,6.0,1294,1293
1,0,0,11.0,1185,1169
46,0,18,131.0,934,152
3,0,2,101.0,1185,369
7,0,4,195.0,1185,266
79,0,2,108.0,1294,1294
240,5,129,554.0,1294,285
12,0,12,165.0,1185,352
53,0,7,81.0,1185,1173
3,0,0,1.0,373,300
0,0,0,1.0,569,398
4,0,0,65.0,148,147
1,0,0,1.0,458,404
12,0,0,14.0,458,458
0,0,0,1.0,458,193
5,0,0,29.0,458,416
141,90,181,1288.0,458,111
2,0,1,68.0,458,136
1063,180,1054,7224.0,1137,111
8,0,2,111.0,637,186
5,1,2,127.0,637,302
0,0,6,101.0,637,286
0,0,1,108.0,637,115
11,0,3,396.0,637,520
0,0,5,27.0,637,320
0,0,0,1.0,637,637
1,0,0,1.0,637,621
0,0,0,1.0,626,238
8,0,1,95.0,987,926
0,0,0,6.0,656,638
2,0,1,101.0,795,536
0,0,0,3.0,588,124
0,0,0,13.0,626,626
2,0,0,11.0,961,961
1,0,0,11.0,795,795
0,0,0,1.0,795,724
1,0,0,101.0,553,154
0,0,0,1.0,795,753
33,0,14,101.0,1816,152
8,0,2,58.0,1816,855
3,0,5,101.0,1816,537
22,0,38,67.0,1816,1397
5,0,0,6.0,1816,1815
8,0,3,150.0,1816,1321
1,0,0,1.0,463,463
2,0,0,26.0,873,873
0,0,0,1.0,873,864
0,0,0,81.0,873,873
1,0,8,101.0,873,181
0,0,0,101.0,873,241
27,0,4,112.0,873,849
2,0,0,1.0,873,740
5,0,14,177.0,384,232
0,0,0,1.0,239,239
3,0,0,6.0,384,384
2,0,0,1.0,473,184
1,0,0,6.0,473,473
4,0,0,1.0,473,245
0,0,0,1.0,473,472
2,0,2,108.0,473,463
0,0,2,101.0,473,279
2,0,0,23.0,473,471
0,0,0,1.0,442,442
0,0,0,1.0,442,442
2,0,0,11.0,442,413
2,0,0,1.0,442,198
0,0,0,3.0,442,441
0,0,4,113.0,442,113
4,0,0,20.0,442,424
1,0,0,16.0,442,439
1,0,0,11.0,189,189
1,0,0,16.0,189,189
1,0,0,1.0,189,189
0,0,0,1.0,189,188
0,0,0,13.0,189,188
1,0,0,1.0,189,189
0,0,0,6.0,189,187
4,0,0,1.0,189,189
1,0,0,1.0,189,189
0,0,0,1.0,201,121
0,0,0,101.0,201,201
4,0,0,1.0,201,200
0,0,0,1.0,201,117
0,0,0,1.0,201,201
3,0,0,1.0,201,201
0,0,0,8.0,201,172
0,0,0,1.0,201,195
0,0,0,21.0,1228,1228
1,0,0,6.0,201,201
3,0,0,8.0,201,194
1,0,0,1.0,205,205
0,0,0,1.0,205,203
0,0,0,101.0,205,172
1,0,0,1.0,205,205
0,0,0,20.0,205,205
0,0,0,1.0,205,205
0,0,0,6.0,205,205
3,0,0,1.0,205,199
1,0,0,6.0,357,225
13,0,7,56.0,205,114
0,0,0,11.0,205,203
3,0,0,1.0,173,156
0,0,0,1.0,173,164
0,0,0,1.0,173,173
0,0,0,1.0,173,168
0,0,0,1.0,173,173
0,0,0,1.0,173,173
0,0,0,1.0,173,173
0,0,0,8.0,173,172
0,0,0,1.0,173,173
0,0,0,1.0,609,356
3,0,0,6.0,609,590
6,0,1,51.0,609,193
0,0,0,101.0,609,123
0,0,0,101.0,609,413
8,0,0,18.0,609,170
1,0,0,3.0,609,282
46,0,0,148.0,609,595
1,0,0,3.0,239,212
20,0,0,159.0,1068,119
0,0,0,6.0,446,355
23,0,0,15.0,392,258
0,0,7,101.0,1068,296
13,0,1,28.0,1068,1066
0,0,0,1.0,445,404
1,0,0,1.0,445,440
2,0,0,103.0,445,445
6,0,0,3.0,445,170
0,0,0,36.0,445,445
1,0,0,1.0,445,423
1,0,1,101.0,445,437
1,0,0,3.0,445,444
13,0,3,97.0,445,235
1,0,0,11.0,682,269
0,0,0,101.0,682,214
47,0,7,77.0,682,669
4,0,1,28.0,682,659
0,0,0,1.0,446,446
0,0,9,101.0,682,270
0,0,0,1.0,682,368
33,0,12,471.0,682,467
5,0,0,11.0,1068,173
9,1,11,141.0,806,209
1,0,2,103.0,605,591
16,0,0,113.0,605,347
2,0,0,41.0,605,605
1,0,0,15.0,605,292
3,0,0,11.0,605,137
0,0,0,1.0,605,605
3,0,0,6.0,605,605
0,0,0,18.0,605,605
0,0,1,101.0,192,192
2,0,0,13.0,192,191
0,0,0,1.0,192,192
1,0,0,1.0,192,192
5,0,0,6.0,192,180
0,0,0,1.0,192,192
0,0,0,1.0,192,192
2,0,0,8.0,192,189
0,0,0,11.0,192,149
0,0,0,1.0,192,192
0,0,0,1.0,914,192
1,0,0,11.0,914,914
0,0,0,1.0,914,914
2,0,0,26.0,914,914
1,0,0,6.0,914,914
7,0,0,11.0,914,914
1,0,0,21.0,914,914
3,0,0,1.0,263,263
0,0,0,1.0,450,422
2,0,0,13.0,450,383
0,0,0,8.0,450,450
4,0,0,9.0,450,369
0,0,0,1.0,450,450
0,0,0,1.0,450,193
0,0,0,8.0,450,450
1,0,9,18.0,827,385
7,0,0,13.0,1136,332
6,0,1,20.0,1136,361
4,0,1,118.0,1136,296
22,0,1,101.0,1136,318
4,0,0,101.0,1228,143
8,0,0,108.0,1136,677
5,0,0,125.0,1136,131
1,0,0,1.0,1136,140
0,0,0,1.0,1136,1136
1,0,0,1.0,741,741
36,0,5,111.0,741,127
0,0,0,1.0,375,375
5,0,0,101.0,741,240
0,0,0,1.0,741,615
7,0,0,21.0,741,741
2,0,0,1.0,741,741
0,0,0,16.0,741,739
7,0,2,27.0,742,725
0,0,0,116.0,702,465
1,0,0,101.0,702,118
55,9,269,579.0,702,114
2,0,2,22.0,702,500
9,0,0,16.0,702,702
1,0,0,26.0,742,742
2,0,15,11.0,742,677
3,0,0,111.0,742,165
3,0,0,16.0,742,680
3,0,0,31.0,1107,1106
0,0,0,1.0,547,394
0,0,0,6.0,1107,1106
2,0,0,8.0,1107,623
5,0,0,1.0,239,239
12,0,0,11.0,1107,1083
8,0,0,96.0,997,129
0,0,0,1.0,284,284
8,0,0,1.0,284,284
0,0,0,1.0,284,284
5,0,0,6.0,284,206
3,0,0,11.0,284,284
0,0,0,1.0,284,284
1,0,0,6.0,284,284
3,0,0,1.0,284,279
6,0,0,21.0,1107,1103
1,0,0,1.0,284,256
8,0,0,1.0,284,284
4,0,0,1.0,111,111
9,0,0,9.0,111,111
0,0,0,1.0,111,111
2,0,0,6.0,111,111
0,0,0,1.0,111,111
0,0,0,1.0,111,111
0,0,0,1.0,111,111
0,0,0,1.0,111,111
0,0,0,16.0,111,111
0,0,0,1.0,111,111
42,0,15,128.0,373,112
133,4,129,680.0,373,140
2,0,0,1.0,373,297
1,0,1,15.0,373,339
1,0,1,16.0,373,203
0,0,1,101.0,373,144
1,0,1,103.0,373,127
1,0,0,8.0,373,216
1,0,0,8.0,561,558
2,0,0,23.0,1737,1719
2,0,0,106.0,1737,1725
25,0,0,126.0,1737,191
26,0,0,18.0,1737,936
3,0,0,101.0,1737,511
4,0,0,36.0,878,122
12,0,0,13.0,1678,1678
0,0,0,1.0,690,690
0,0,0,1.0,798,798
7,0,0,26.0,798,751
0,0,3,101.0,798,117
11,0,0,49.0,798,733
4,0,1,101.0,798,420
3,0,0,103.0,1009,983
8,0,0,1.0,1009,1009
1,0,0,101.0,674,377
0,0,15,101.0,292,205
1,0,0,1.0,292,290
0,0,0,1.0,292,292
0,0,0,1.0,292,292
1,0,1,108.0,292,283
2,0,0,1.0,292,244
0,0,0,1.0,292,264
1,0,0,1.0,292,290
0,0,0,11.0,292,287
0,0,0,3.0,292,291
17,0,9,16.0,901,113
0,0,0,1.0,901,901
4,0,0,1.0,901,290
12,0,0,116.0,901,814
2,0,17,103.0,901,478
0,0,0,1.0,674,665
7,0,0,107.0,901,660
22,0,0,6.0,901,266
6,0,4,101.0,901,718
0,0,0,1.0,901,901
3,0,0,1.0,754,718
38,1,0,328.0,558,115
32,0,0,101.0,360,193
4,0,0,3.0,360,356
8,0,0,1.0,360,355
5,0,0,1.0,360,359
0,0,0,1.0,360,209
3,0,0,108.0,360,233
9,0,0,1.0,360,355
0,0,0,101.0,360,360
27,0,4,152.0,1034,415
1,0,1,101.0,1109,130
9,0,0,91.0,389,389
50,0,13,251.0,1366,940
0,0,0,1.0,389,389
31,0,0,1.0,389,360
0,0,0,1.0,389,328
20,0,18,203.0,754,257
4,0,0,6.0,389,123
3319,2337,1087,12043.0,389,111
18,0,0,62.0,1366,1360
15,0,0,176.0,1109,976
1,0,0,1.0,791,791
19,0,2,25.0,1034,787
234,2,93,543.0,791,174
2,0,3,113.0,1109,1009
2,0,0,16.0,791,654
2,0,2,101.0,754,191
0,0,0,1.0,393,280
3,0,0,1.0,393,393
0,0,0,11.0,791,789
4,0,0,1.0,754,754
0,0,0,9.0,310,113
13,0,5,39.0,310,220
0,0,0,1.0,310,305
13,0,0,16.0,310,276
1,0,0,6.0,310,310
1,0,0,1.0,310,310
4,0,0,6.0,310,131
1,0,0,6.0,310,310
32,0,0,24.0,310,310
1,0,0,1.0,841,841
3,0,0,11.0,841,812
37,0,0,65.0,841,437
11,0,6,134.0,841,285
32,0,2,81.0,841,764
22,0,6,419.0,841,209
221,1,173,762.0,841,112
0,0,0,6.0,386,386
5,0,0,3.0,841,299
6,0,0,26.0,386,117
0,0,0,1.0,386,318
1,0,0,101.0,386,119
6,0,0,9.0,386,386
5,0,1,116.0,577,135
0,0,0,3.0,577,577
1,0,0,6.0,577,573
1,0,0,18.0,577,263
0,0,0,11.0,577,577
3,0,0,3.0,577,374
0,0,2,108.0,577,302
1,0,0,1.0,516,493
4,0,0,16.0,998,997
22,0,6,138.0,998,233
0,0,0,6.0,998,998
0,0,0,8.0,998,116
15,0,5,167.0,1127,197
0,0,0,1.0,787,667
0,0,0,1.0,787,632
1,0,0,1.0,787,786
2,0,19,121.0,787,511
0,0,0,1.0,787,297
0,0,0,1.0,380,170
6,0,0,1.0,1127,964
19,0,39,131.0,1127,112
3,0,0,1.0,380,244
3,0,0,11.0,1127,1094
2,0,0,1.0,1127,402
2,0,1,111.0,1127,1125
319,93,478,1288.0,1127,142
3,0,0,101.0,1327,222
14,0,1,110.0,1327,202
8,0,0,11.0,1327,990
4,0,0,65.0,1327,1325
19,0,65,128.0,1327,125
344,0,85,545.0,1327,176
5,0,0,3.0,1327,1284
8,0,1,118.0,1327,974
6,0,0,121.0,1327,711
14,0,0,49.0,1327,1327
0,0,0,1.0,375,282
10,0,0,14.0,931,182
7,0,0,16.0,931,190
0,0,0,1.0,931,320
5,0,0,6.0,931,930
69,5,27,365.0,375,112
101,0,0,333.0,375,253
0,0,0,8.0,926,925
1,0,1,115.0,478,359
1,0,0,1.0,478,332
0,0,0,11.0,748,731
3,0,0,6.0,748,725
0,0,0,101.0,926,232
1,0,0,1.0,478,478
0,0,0,1.0,748,279
39,2,38,344.0,926,122
2,0,0,1.0,926,926
1,0,0,101.0,926,926
2,0,0,1.0,926,925
0,0,1,101.0,926,126
1,0,0,1.0,378,378
2,0,0,36.0,378,378
0,0,0,11.0,378,377
1,0,1,46.0,378,114
0,0,0,31.0,378,378
1,0,0,11.0,378,296
17,0,0,37.0,378,374
6,0,0,6.0,507,506
58,0,4,69.0,758,162
9,0,0,31.0,758,758
5,0,0,28.0,758,654
1,0,0,1.0,758,758
860,5,575,1953.0,758,256
6,0,0,8.0,758,724
2,0,1,101.0,758,129
1,0,0,16.0,311,310
2,0,8,101.0,1178,141
1,0,1,25.0,615,533
9,0,5,48.0,367,358
0,0,0,1.0,367,343
0,0,0,1.0,367,277
6,0,1,23.0,367,361
0,0,0,1.0,367,157
0,0,0,1.0,367,367
3,0,0,1.0,367,367
3,0,0,13.0,367,123
10,0,0,11.0,367,355
0,0,0,1.0,367,348
0,0,0,1.0,355,355
0,0,0,101.0,124,124
0,0,0,1.0,124,124
0,0,0,1.0,124,124
0,0,0,1.0,124,118
0,0,0,1.0,124,124
4,0,0,1.0,124,124
0,0,0,1.0,124,113
2,0,0,14.0,124,115
0,0,0,1.0,124,121
0,0,0,1.0,124,114
0,0,0,1.0,1278,1278
6,0,0,16.0,1409,967
1,0,2,101.0,1409,646
2,0,0,11.0,1409,1409
25,1,32,332.0,1409,1175
3,0,0,1.0,1278,831
0,0,0,1.0,1278,1278
2,0,0,6.0,1409,1409
3,0,0,8.0,1409,1404
27,0,6,66.0,1409,115
2,0,0,1.0,1278,599
2,0,0,1.0,1278,140
0,0,0,16.0,260,260
0,0,0,1.0,260,244
6,0,0,1.0,260,260
0,0,0,1.0,260,260
3,0,0,8.0,260,260
1,0,0,1.0,260,260
12,0,0,12.0,260,208
5,0,0,1.0,260,248
5,0,0,6.0,260,260
1,0,0,1.0,260,247
0,0,0,101.0,591,237
84,2,6,271.0,591,191
6,0,0,6.0,591,591
5,0,1,46.0,591,591
1,0,0,6.0,591,591
2,0,0,8.0,591,388
7,0,0,21.0,591,591
12,0,1,164.0,591,129
5,0,1,113.0,591,167
4187,10,183,10741.0,1949,111
20,0,3,101.0,1961,126
8,0,3,146.0,1961,1538
322,1,2,179.0,1961,849
6,0,0,101.0,1961,119
354,8,1540,3010.0,1961,111
35,3,17,182.0,1962,532
134,0,4,101.0,1962,256
16,0,34,133.0,1962,331
2,0,7,101.0,1962,112
0,0,0,1.0,495,297
1,0,0,6.0,495,493
3,0,0,11.0,495,471
3,0,0,6.0,495,117
0,0,0,1.0,495,494
26,0,0,25.0,495,434
1,0,0,101.0,495,372
0,0,3,101.0,831,374
18,0,0,14.0,592,538
9,0,0,11.0,400,381
0,0,0,1.0,265,233
2,0,0,1.0,265,265
0,0,0,1.0,265,261
2,0,0,1.0,265,264
0,0,0,1.0,265,111
2,0,0,1.0,265,265
1,0,0,8.0,265,222
0,0,0,10.0,265,241
0,0,0,1.0,265,265
3,0,0,13.0,265,179
9,0,0,6.0,831,696
282,0,2,98.0,1215,1105
3,0,0,40.0,1215,1210
1,0,0,11.0,1215,1209
8,0,1,121.0,1215,306
0,0,0,101.0,1215,949
0,0,0,16.0,1215,1206
1,0,0,1.0,1215,1117
9,0,1,126.0,1215,121
30,0,14,173.0,885,139
1,0,0,25.0,885,885
62,0,16,347.0,885,181
1,0,0,1.0,885,885
0,0,0,16.0,885,885
151,3,17,585.0,885,113
0,0,0,1.0,339,339
1,0,0,26.0,339,333
1,0,0,6.0,339,339
5,0,0,6.0,339,337
0,0,0,1.0,339,112
3,0,2,101.0,339,220
0,0,0,1.0,339,339
1,0,1,103.0,366,361
88,0,5,44.0,817,416
1,0,0,1.0,366,364
1,0,0,16.0,366,115
1,0,0,3.0,817,817
1,0,0,1.0,366,211
2,0,0,8.0,753,741
2,0,0,4.0,321,321
1,0,0,1.0,321,306
0,0,0,6.0,753,752
0,0,0,1.0,321,317
0,0,0,11.0,321,320
0,0,0,1.0,321,267
0,0,1,51.0,321,189
0,0,0,6.0,321,319
95,3,21,1128.0,321,128
0,0,0,1.0,922,672
0,0,0,101.0,753,442
1,0,0,3.0,753,414
17,0,0,213.0,252,111
0,0,0,106.0,583,212
3,0,0,6.0,583,578
3,0,0,11.0,252,136
12,0,14,19.0,252,121
7,0,5,18.0,252,251
0,0,0,101.0,252,127
0,0,0,1.0,252,241
0,0,0,101.0,252,222
1,0,0,6.0,252,249
0,0,0,1.0,196,196
0,0,0,1.0,196,196
4,0,0,1.0,583,275
13,0,9,129.0,771,649
1,0,0,6.0,771,771
4,0,0,6.0,771,755
14,0,2,123.0,771,369
1,0,0,1.0,771,766
1,0,0,1.0,771,767
1,0,0,33.0,771,768
2,0,0,1.0,771,771
1,0,0,1.0,163,163
4,0,0,4.0,1097,1016
1,0,0,16.0,405,397
9,0,26,379.0,864,112
2,0,0,101.0,864,137
0,0,0,1.0,864,864
2,0,0,101.0,864,339
3,0,13,106.0,864,606
1,0,0,16.0,864,864
0,0,0,18.0,864,482
42,0,2,46.0,469,399
6,0,2,101.0,1768,638
0,0,0,1.0,163,163
6,0,1,101.0,1768,147
36,0,0,6.0,1768,1767
18,0,17,113.0,1768,841
21,0,7,99.0,1768,170
6,0,11,73.0,466,284
0,0,0,3.0,466,454
0,0,0,101.0,466,466
0,0,0,101.0,466,364
1,0,0,18.0,466,457
0,0,0,101.0,466,112
0,0,0,8.0,605,604
6,0,0,1.0,466,352
2,0,0,1.0,466,112
0,0,0,1.0,605,469
0,0,0,1.0,473,437
1,0,0,16.0,473,468
0,0,0,12.0,473,469
9,0,3,26.0,473,146
10,0,0,6.0,473,280
3,0,0,3.0,473,401
37,0,0,30.0,473,358
0,0,0,1.0,473,149
14,0,1,101.0,605,112
8,0,17,181.0,605,112
1,0,0,15.0,1028,1007
0,0,0,1.0,592,592
0,0,1,23.0,410,113
0,0,0,1.0,410,117
0,0,0,1.0,200,200
0,0,0,1.0,200,199
1,0,0,1.0,200,200
3,0,0,101.0,200,143
0,0,0,1.0,200,200
3,0,0,1.0,200,200
0,0,0,101.0,200,195
2,0,0,1.0,200,200
5,0,0,9.0,200,198
1,0,0,26.0,200,189
0,0,0,1.0,532,532
2,0,0,11.0,532,532
0,0,2,113.0,532,238
0,0,0,1.0,532,121
11,0,0,479.0,1835,1834
27,0,53,132.0,532,146
0,0,0,1.0,169,169
0,0,0,1.0,169,111
1,0,1,46.0,169,133
2,0,0,3.0,532,228
6,0,0,101.0,1835,1835
16,0,0,1.0,169,165
0,0,0,13.0,169,129
0,0,0,1.0,169,132
18,0,4,68.0,1243,233
1,0,0,6.0,993,985
1,0,0,1.0,273,273
2,0,0,18.0,1243,1242
1322,0,88,1281.0,1243,157
2,0,0,101.0,1243,933
8,0,0,1.0,398,384
5,0,0,1.0,273,252
1,0,5,101.0,1407,1073
13,0,6,42.0,147,117
7,0,0,18.0,1407,1404
33,2,60,524.0,1605,116
0,0,0,1.0,1605,1605
4,0,0,56.0,1605,1514
19,0,32,11.0,534,338
3,0,0,11.0,1605,1605
8,0,5,113.0,1605,245
19,0,0,1.0,1605,515
8,0,0,1.0,1605,1605
2,0,0,11.0,1605,304
1,0,1,111.0,1605,881
7,0,2,126.0,842,113
1,0,0,7.0,842,592
1,0,0,1.0,171,171
0,0,0,8.0,171,171
0,0,0,1.0,171,164
1,0,0,1.0,171,171
0,0,0,26.0,171,170
0,0,0,16.0,171,171
0,0,4,101.0,842,121
33,0,3,134.0,842,204
2,0,1,101.0,842,842
87,0,3,101.0,842,128
0,0,0,1.0,842,144
325,56,284,2146.0,842,114
4,0,1,148.0,842,121
0,0,0,1.0,842,842
6,0,0,156.0,610,590
0,0,0,1.0,610,610
4,0,0,1.0,610,120
4,0,0,1.0,398,191
0,0,0,1.0,610,401
2,0,0,6.0,998,998
0,0,0,8.0,625,611
0,0,0,101.0,610,610
0,0,0,1.0,610,320
0,0,0,1.0,625,625
0,0,0,1.0,625,137
0,0,0,1.0,625,195
1,0,0,1.0,130,130
5,0,7,60.0,625,514
11,0,22,126.0,1146,116
0,0,0,1.0,1146,599
1,0,0,11.0,1146,1145
0,0,0,1.0,1146,631
14,0,0,16.0,700,469
0,0,0,1.0,1146,1145
8,0,0,36.0,1146,1086
347,0,35,462.0,1146,768
1,0,0,11.0,700,138
3,0,3,101.0,700,136
1,0,0,9.0,701,700
2,0,0,1.0,701,665
2,0,0,3.0,701,694
6,0,0,11.0,700,124
0,0,0,1.0,424,292
0,0,0,1.0,150,149
0,0,0,1.0,150,139
0,0,0,1.0,424,424
0,0,0,1.0,150,150
54,0,0,57.0,1668,1453
1,0,11,101.0,424,112
0,0,0,111.0,657,131
2,0,0,3.0,657,656
27,0,43,834.0,657,111
69,7,106,557.0,657,114
0,0,0,8.0,657,598
0,0,0,1.0,657,653
5,0,3,103.0,1591,438
27,2,435,180.0,1568,112
8,0,2,108.0,1568,1017
9,0,11,138.0,1568,122
1,0,0,13.0,1568,1566
1,0,0,3.0,1568,1567
1,0,0,101.0,1568,1568
32,0,1,143.0,1568,357
243,6,310,3125.0,1568,226
12,0,0,161.0,1568,1568
0,0,0,1.0,518,518
4,0,0,6.0,518,517
27,0,1,66.0,518,304
7,0,8,33.0,518,114
6,0,15,57.0,518,407
0,0,0,1.0,518,511
3,0,0,1.0,518,518
7,0,0,21.0,518,239
0,0,0,101.0,518,411
0,0,0,1.0,438,382
5,0,0,1.0,438,437
6,0,0,8.0,423,421
7,0,0,4.0,438,437
792,38,430,5926.0,438,111
1,0,0,6.0,438,393
0,0,0,1.0,438,113
4,0,0,1.0,438,319
1,0,3,16.0,809,318
1,0,0,1.0,809,784
12,0,0,40.0,809,800
0,0,0,13.0,809,808
0,0,0,1.0,809,799
8,0,0,36.0,809,750
2,0,0,3.0,809,176
22,0,11,61.0,1343,295
2,0,0,1.0,1343,1342
266,2,18,824.0,1343,402
12,0,1,67.0,1343,453
18,0,0,6.0,1343,1343
0,0,0,11.0,1343,1342
1,0,0,1.0,1343,1343
1,0,0,1.0,604,122
19,0,9,485.0,423,371
2,0,0,1.0,490,213
6672,42,5512,34855.0,1954,112
1,0,0,11.0,279,172
2,0,0,1.0,279,271
0,0,0,1.0,279,111
23,0,3,152.0,279,119
0,0,0,1.0,279,113
3,0,0,1.0,279,250
26,0,1,27.0,279,270
5,0,0,8.0,279,261
6,0,0,13.0,279,264
22,0,18,103.0,279,112
0,0,0,1.0,291,156
0,0,0,1.0,291,291
0,0,1,101.0,291,282
0,0,0,1.0,291,291
0,0,0,1.0,291,291
0,0,0,101.0,291,190
0,0,0,1.0,291,290
4,0,0,11.0,291,291
2,0,0,1.0,291,291
0,0,0,1.0,291,289
15,0,0,19.0,657,248
1,0,0,1.0,922,895
1,0,2,16.0,511,147
1,0,0,6.0,511,149
0,0,0,1.0,511,511
0,0,0,3.0,511,511
21,0,6,103.0,511,142
0,0,0,1.0,511,511
71,0,53,182.0,774,336
1,0,3,48.0,316,118
3,0,0,1.0,316,316
6,0,0,1.0,316,301
3,0,0,1.0,316,287
0,0,0,1.0,316,178
1,0,0,6.0,316,316
1,0,0,11.0,316,304
0,0,0,1.0,381,381
0,0,0,1.0,381,381
2,0,0,108.0,497,173
2,0,0,6.0,497,497
0,0,0,1.0,497,141
1,0,0,101.0,497,118
0,0,1,101.0,381,381
0,0,0,6.0,121,121
49,0,2,49.0,121,113
1,0,3,101.0,497,113
18,0,7,50.0,497,117
0,0,0,6.0,381,381
0,0,0,1.0,121,121
0,0,0,1.0,121,114
0,0,0,1.0,121,119
143,0,0,127.0,715,592
44,1,2,135.0,716,154
0,0,0,3.0,716,715
10,0,4,25.0,715,646
0,0,0,1.0,715,328
1,0,0,1.0,715,715
0,0,0,1.0,715,384
0,0,0,1.0,249,249
1,0,0,3.0,249,221
0,0,0,101.0,715,113
2,0,0,16.0,715,715
0,0,0,1.0,249,249
1,0,0,36.0,249,248
1,0,0,12.0,249,249
3,0,2,110.0,817,275
9,0,0,6.0,817,710
0,0,0,1.0,817,188
10,0,3,148.0,817,112
3,0,0,8.0,817,805
31,0,23,105.0,817,217
2,0,0,8.0,817,813
11,0,0,16.0,1536,486
3,0,0,101.0,1536,1003
15,0,3,157.0,1536,455
5,0,0,15.0,1536,1496
2,0,0,21.0,1536,1536
4,0,0,6.0,1536,1535
36,0,105,303.0,1536,113
6,0,4,101.0,1536,1157
8,0,3,230.0,1536,113
1749,4,260,15829.0,1536,112
24,0,0,26.0,1026,232
32,0,9,95.0,1026,965
15,0,19,203.0,1026,469
9,0,0,24.0,1026,1001
7,0,0,101.0,1026,124
1,0,0,1.0,1026,429
1,0,0,1.0,1026,1019
2,0,12,121.0,1026,285
5,0,0,36.0,1026,1019
3,0,0,11.0,1026,982
6,0,0,12.0,754,720
4,0,3,32.0,754,182
14,0,0,16.0,754,754
20,0,0,14.0,754,114
1,0,0,1.0,754,754
0,0,0,1.0,754,715
0,0,0,6.0,754,745
10,0,0,11.0,754,735
0,0,0,1.0,265,144
4,0,3,101.0,1117,851
6,0,0,6.0,1117,1117
0,0,0,1.0,265,227
0,0,0,3.0,1117,925
0,0,0,1.0,265,265
6,0,0,1.0,265,256
97,18,127,2314.0,265,112
0,0,0,1.0,265,164
3,0,0,1.0,1117,262
0,0,0,101.0,1057,1057
1,0,0,1.0,1057,868
0,0,0,11.0,1057,1054
31,0,40,196.0,1057,112
1,0,0,11.0,1057,997
7,0,0,101.0,1057,115
6,0,0,1.0,837,837
2,0,0,6.0,837,837
23,0,3,113.0,1868,190
0,0,0,1.0,386,178
13,0,0,11.0,837,171
4,0,0,1.0,837,836
2,0,0,1.0,837,156
0,0,0,1.0,386,147
1,0,42,101.0,1867,111
1,0,0,1.0,1607,1593
0,0,0,6.0,837,837
40,2,54,367.0,837,121
243,5,109,815.0,751,142
0,0,0,1.0,751,705
2,0,0,6.0,751,750
3,0,0,101.0,751,486
0,0,0,1.0,228,228
7,0,0,16.0,1108,639
0,0,0,1.0,228,210
7,0,7,151.0,1108,233
12,0,0,18.0,1668,1653
16,0,0,21.0,1303,924
29,0,0,23.0,405,379
0,0,0,1.0,405,405
11,0,8,87.0,228,121
0,0,0,1.0,228,228
42,0,68,353.0,1108,115
0,0,0,1.0,228,205
4,0,0,1.0,228,119
1,0,0,101.0,228,228
4,0,0,33.0,228,228
3,0,0,6.0,405,405
0,0,0,1.0,228,228
0,0,0,1.0,720,601
2,0,0,1.0,720,720
59,0,51,180.0,720,111
0,0,0,1.0,720,720
4,0,0,6.0,271,257
0,0,0,1.0,271,270
2,0,0,23.0,720,710
4,0,0,1.0,271,270
0,0,0,23.0,271,156
1,0,0,1.0,271,271
2,0,0,6.0,271,271
0,0,0,1.0,271,271
0,0,0,10.0,271,191
1,0,0,11.0,271,231
1,0,0,3.0,582,582
0,0,0,8.0,747,737
7,0,0,17.0,747,719
6,0,0,8.0,747,610
4,0,0,1.0,747,219
10,0,0,21.0,747,444
107,5,191,471.0,747,113
3,0,0,6.0,499,498
0,0,0,1.0,499,205
7,0,0,6.0,499,499
0,0,1,101.0,499,221
1,0,0,101.0,758,758
9,0,2,41.0,758,139
5,0,0,26.0,758,739
0,0,1,116.0,758,204
1,0,0,1.0,758,758
3,0,0,1.0,758,756
3,0,1,106.0,758,121
7,0,0,1.0,758,157
1,0,0,101.0,758,758
0,0,0,18.0,1122,1121
3,0,0,41.0,830,830
0,0,0,1.0,830,815
2,0,4,49.0,830,263
8,0,1,13.0,830,820
29,0,1,101.0,830,122
5,0,0,6.0,830,830
0,0,1,101.0,830,361
1,0,0,1.0,256,256
0,0,0,1.0,256,117
14,0,1,39.0,595,124
0,0,0,1.0,595,593
0,0,0,1.0,256,188
0,0,0,101.0,595,140
1,0,0,10.0,595,592
5,0,0,1.0,256,214
0,0,0,6.0,256,252
2,0,4,101.0,1273,680
0,0,0,8.0,256,188
9,0,5,94.0,256,252
0,0,2,101.0,317,170
6,0,0,1.0,317,292
480,7,320,1344.0,317,111
2,0,0,24.0,317,316
1,0,0,1.0,317,310
4,0,0,16.0,317,317
5,0,0,3.0,317,171
4,0,1,15.0,785,187
1,0,0,8.0,785,732
3,0,2,50.0,649,602
0,0,0,1.0,649,386
12,0,4,71.0,649,637
3,0,4,31.0,649,526
4,0,0,16.0,649,371
15,0,3,140.0,649,127
4,0,1,18.0,649,420
559,55,790,3793.0,649,111
0,0,0,8.0,567,567
3,0,0,1.0,400,400
4,0,0,1.0,440,440
3,0,1,101.0,504,260
0,0,0,101.0,504,165
2,0,0,6.0,504,504
74,0,0,122.0,504,491
0,0,0,1.0,504,213
